transaction_id,company_name,date,amount,type,description
1008,"Reyes, Álvarez and Hernández S.A.S.",2020-11-24,527240.96,CREDIT,Ut ad accusantium recusandae.
1009,"Palacios, Becerra and Rodríguez S.A.S.",2023-06-22,774328.17,DEBIT,Tenetur consectetur ipsum.
1010,Ramírez LLC S.A.S.,2021-03-27,136952.72,CREDIT,In deserunt quam.
1011,Jaimes-Quintero S.A.S.,2022-12-14,378156.15,CREDIT,Animi qui ratione fugit officia.
1012,Garcés-Buitrago S.A.S.,2021-08-05,553879.57,CREDIT,Inventore ipsum praesentium nesciunt.
1013,Gil-Salazar S.A.S.,2024-06-17,770011.94,DEBIT,Unde ducimus rerum temporibus quaerat placeat.
1014,Ramírez LLC S.A.S.,2020-10-08,54412.69,CREDIT,Quasi iusto libero quia.
1015,"Reyes, Álvarez and Hernández S.A.S.",2024-07-05,140363.29,CREDIT,Magni enim fuga quasi ullam nemo.
1016,"Buitrago, García and García S.A.S.",2020-09-01,924574.06,CREDIT,Unde excepturi itaque nulla.
1017,"Buitrago, García and García S.A.S.",2020-06-14,369959.72,CREDIT,Reiciendis accusantium neque.
1018,"Galvis, Ramírez and Angarita S.A.S.",2024-01-26,607612.63,CREDIT,Placeat earum soluta nam distinctio.
1019,Vargas-Álvarez S.A.S.,2022-09-18,142189.7,CREDIT,Sequi iure minima consequuntur.
1020,"Palacios, Becerra and Rodríguez S.A.S.",2024-05-23,619264.06,CREDIT,Quia officia culpa.
1021,"Galvis, Ramírez and Angarita S.A.S.",2025-02-25,581675.98,DEBIT,Corrupti natus officia vero magnam.
1022,Ramírez LLC S.A.S.,2022-12-27,128131.93,DEBIT,Fugit rerum tenetur distinctio quod.
1023,Oviedo-Domínguez S.A.S.,2021-01-26,206458.68,CREDIT,Animi eius corrupti recusandae nulla.
1024,Castro-Flórez S.A.S.,2020-10-20,972336.74,CREDIT,Dignissimos adipisci nam.
1025,Jaimes-Quintero S.A.S.,2023-03-21,141870.33,DEBIT,Eaque nam saepe eligendi dolores.
1026,Jaimes-Quintero S.A.S.,2025-03-08,464359.63,DEBIT,Nesciunt a quidem illo laborum.
1027,Muñoz LLC S.A.S.,2022-05-06,628974.3,CREDIT,At temporibus quis non.
1028,Garcés-Buitrago S.A.S.,2021-05-23,885378.23,CREDIT,Itaque eos ducimus quam eveniet amet.
1029,"Reyes, Álvarez and Hernández S.A.S.",2022-06-26,345172.31,CREDIT,Reprehenderit labore eaque dolorem cum temporibus.
1030,Jaimes-Quintero S.A.S.,2022-04-09,881031.27,DEBIT,Perferendis cum officiis adipisci nulla.
1031,Vargas-Álvarez S.A.S.,2024-11-20,567267.49,DEBIT,Pariatur aspernatur aperiam facere harum.
1032,Durán-Bernal S.A.S.,2025-05-25,961599.38,CREDIT,Voluptatum beatae illo neque.
1033,"Palacios, Becerra and Rodríguez S.A.S.",2023-02-12,53549.62,DEBIT,Neque nisi beatae repellendus soluta repellat.
1034,Portilla-Palacios S.A.S.,2023-07-26,312706.35,DEBIT,Ea natus earum laborum sequi vero.
1035,Rodríguez-Martínez S.A.S.,2024-02-16,856147.59,DEBIT,Ea tempora saepe cumque nesciunt deleniti.
1036,Flórez Ltd S.A.S.,2024-11-16,70437.35,DEBIT,Ipsum totam fugiat amet eligendi.
1037,Jaimes-Quintero S.A.S.,2023-08-25,369359.32,CREDIT,Natus saepe velit aspernatur fugiat.
1038,"Gómez, Sanabria and Pulido S.A.S.",2023-03-20,295962.99,CREDIT,Quia occaecati est.
1039,Muñoz LLC S.A.S.,2022-01-05,647432.37,DEBIT,Dolore molestias culpa.
1040,"Palacios, Becerra and Rodríguez S.A.S.",2024-05-25,506715.41,DEBIT,Non ipsa neque hic.
1041,González Inc S.A.S.,2022-08-31,473349.89,CREDIT,Commodi in reiciendis.
1042,Portilla-Palacios S.A.S.,2023-07-05,903675.36,DEBIT,Suscipit quae ab nam.
1043,Castro-Flórez S.A.S.,2024-11-08,335518.72,DEBIT,Ut sequi expedita.
1044,Gómez-Cardozo S.A.S.,2021-03-24,194838.82,CREDIT,Eligendi distinctio nostrum.
1045,Oviedo-Domínguez S.A.S.,2024-03-22,674130.58,CREDIT,Ratione sit aliquam eius labore.
1046,Durán-Bernal S.A.S.,2024-04-20,52453.58,DEBIT,Sapiente aspernatur et at laudantium.
1047,Muñoz LLC S.A.S.,2023-09-25,466748.42,DEBIT,Eos aut explicabo ducimus totam ea.
1048,"Reyes, Álvarez and Hernández S.A.S.",2021-04-21,560145.39,DEBIT,Excepturi veritatis occaecati quo vero.
1049,Durán-Bernal S.A.S.,2024-02-21,276248.34,CREDIT,Provident hic aliquam voluptatibus optio.
1050,Castro-Flórez S.A.S.,2024-03-15,543383.63,DEBIT,Incidunt beatae accusantium doloribus.
1051,Portilla-Palacios S.A.S.,2024-06-28,710637.21,CREDIT,Aperiam consequatur maiores.
1052,Rodríguez-Martínez S.A.S.,2020-06-27,485191.32,DEBIT,Voluptas dignissimos qui corrupti.
1053,Ramírez LLC S.A.S.,2021-03-07,627221.96,DEBIT,Quidem dignissimos porro sint.
1054,Ramírez LLC S.A.S.,2023-07-16,909959.57,CREDIT,Totam vitae quae.
1055,"Buitrago, García and García S.A.S.",2025-06-10,319445.39,CREDIT,Rem vitae vel corporis.
1056,Reyes-Zambrano S.A.S.,2021-01-22,719721.66,DEBIT,Eius impedit beatae excepturi sapiente nesciunt.
1057,Mosquera-Medina S.A.S.,2021-02-22,412674.61,DEBIT,Tempora quos aliquid reprehenderit sit facilis.
1058,Rodríguez-Martínez S.A.S.,2020-08-21,357959.46,CREDIT,Harum est ea at laborum deserunt.
1059,"Gómez, Sanabria and Pulido S.A.S.",2022-05-30,885754.8,DEBIT,Tempore doloribus inventore ea quasi consequuntur.
1060,Gómez-Cardozo S.A.S.,2022-12-28,560038.93,CREDIT,Sequi dicta porro.
1061,"Palacios, Becerra and Rodríguez S.A.S.",2021-05-25,347353.81,DEBIT,Autem minima placeat voluptate nam tenetur inventore.
1062,Mosquera-Medina S.A.S.,2024-05-24,501909.49,CREDIT,Esse autem cumque doloremque.
1063,"Galvis, Ramírez and Angarita S.A.S.",2022-10-01,377850.48,CREDIT,Recusandae in in beatae officia.
1064,Oviedo-Domínguez S.A.S.,2023-01-25,475683.93,CREDIT,Quasi neque molestiae.
1065,Rodríguez-Martínez S.A.S.,2023-08-01,354767.88,CREDIT,Omnis labore dicta expedita nisi.
1066,Gil-Salazar S.A.S.,2024-09-14,984394.49,CREDIT,Occaecati suscipit consequuntur vitae sed facere.
1067,Oviedo-Domínguez S.A.S.,2023-10-31,341917.86,DEBIT,Iure nisi quae fugit nam ducimus.
1068,Reyes-Zambrano S.A.S.,2024-04-09,509952.67,DEBIT,Nobis rerum id dignissimos.
1069,Vargas-Álvarez S.A.S.,2022-02-16,25442.71,DEBIT,Deleniti id tempora animi illo.
1070,Castro-Flórez S.A.S.,2025-01-23,648668.14,CREDIT,Occaecati aliquam quia.
1071,Gómez-Cardozo S.A.S.,2023-01-11,222367.7,DEBIT,Magni omnis culpa quisquam facilis doloremque.
1072,"Buitrago, García and García S.A.S.",2024-02-06,664653.9,CREDIT,Tempora autem est esse odio.
1073,Garcés-Buitrago S.A.S.,2021-04-27,101134.92,CREDIT,Impedit tempora magnam reprehenderit.
1074,Jaimes-Quintero S.A.S.,2021-05-14,315800.6,DEBIT,Fuga perspiciatis tempora reprehenderit iusto excepturi.
1075,"Palacios, Becerra and Rodríguez S.A.S.",2023-05-29,865437.27,CREDIT,Quisquam accusamus quae repellendus similique magni.
1076,González Inc S.A.S.,2024-06-10,629080.8,DEBIT,Cupiditate rem ad vero.
1077,Gómez-Cardozo S.A.S.,2021-08-07,662109.2,DEBIT,Fuga eaque optio blanditiis voluptatem soluta.
1078,Mosquera-Medina S.A.S.,2024-03-24,965730.78,DEBIT,Quis omnis aliquid delectus autem.
1079,"Pacheco, Velandia and Ávila S.A.S.",2021-11-28,551531.25,DEBIT,Tenetur maxime quam blanditiis totam voluptas.
1080,"Galvis, Ramírez and Angarita S.A.S.",2022-09-27,26561.55,DEBIT,Ad nisi esse veritatis consectetur maiores.
1081,Gómez-Cardozo S.A.S.,2024-02-23,647673.69,CREDIT,Consectetur illo sapiente inventore qui.
1082,Gómez-Cardozo S.A.S.,2024-11-01,375546.81,DEBIT,Accusamus a dolores saepe nulla ipsa.
1083,Mosquera-Medina S.A.S.,2024-02-12,453098.77,DEBIT,Aliquam voluptas dolorem.
1084,"Pacheco, Velandia and Ávila S.A.S.",2021-01-07,538397.73,CREDIT,Ullam numquam autem.
1085,Gil-Salazar S.A.S.,2023-08-31,510382.11,CREDIT,Reiciendis architecto voluptate praesentium.
1086,Portilla-Palacios S.A.S.,2024-10-16,563891.01,DEBIT,Sint quia dolorum.
1087,"Buitrago, García and García S.A.S.",2024-01-20,484485.4,DEBIT,Totam exercitationem commodi sit eos.
1088,Portilla-Palacios S.A.S.,2022-07-07,715114.83,CREDIT,Voluptatum reprehenderit tempora.
1089,Garcés-Buitrago S.A.S.,2021-03-05,838171.06,DEBIT,Animi perspiciatis aspernatur reiciendis laudantium fuga.
1090,Durán-Bernal S.A.S.,2025-01-21,29031.23,CREDIT,Minima nam commodi architecto laboriosam debitis.
1091,Garcés-Buitrago S.A.S.,2021-05-29,685767.26,CREDIT,Voluptatibus minima laudantium.
1092,Vargas-Álvarez S.A.S.,2021-07-29,507315.62,CREDIT,Ea pariatur esse harum libero.
1093,Gil-Salazar S.A.S.,2021-04-29,205379.75,DEBIT,Sit architecto ad.
1094,Ramírez LLC S.A.S.,2020-08-03,868288.97,CREDIT,Dolor dolorum fuga quaerat corporis.
1095,"Gómez, Sanabria and Pulido S.A.S.",2020-10-05,603790.03,CREDIT,Pariatur soluta consequatur.
1096,Oviedo-Domínguez S.A.S.,2022-08-14,883567.77,CREDIT,Doloremque incidunt sit harum.
1097,"García, Castro and Rendón S.A.S.",2025-05-03,910405.31,CREDIT,Praesentium dolor et vero.
1098,"Gómez, Sanabria and Pulido S.A.S.",2023-03-30,292775.65,CREDIT,Praesentium ipsa minima magnam nulla.
1099,Portilla-Palacios S.A.S.,2023-11-30,240374.13,CREDIT,Laboriosam dolorum nulla placeat.
1100,"García, Castro and Rendón S.A.S.",2022-07-23,265528.98,CREDIT,Vel repellat explicabo in alias facere.
1101,González Inc S.A.S.,2022-08-24,679371.93,CREDIT,Facere voluptate exercitationem porro.
1102,Gómez-Cardozo S.A.S.,2022-05-13,969964.02,CREDIT,Incidunt eligendi odit repellat.
1103,Durán-Bernal S.A.S.,2020-11-19,391283.75,DEBIT,Dolor atque eligendi.
1104,Ramírez LLC S.A.S.,2021-03-08,74262.54,DEBIT,Adipisci aperiam illum atque.
1105,"Gómez, Sanabria and Pulido S.A.S.",2024-01-18,622577.53,DEBIT,Ducimus impedit nemo.
1106,"Palacios, Becerra and Rodríguez S.A.S.",2024-10-03,954726.02,DEBIT,Laboriosam magni laborum laborum tempore.
1107,Ramírez LLC S.A.S.,2021-06-17,983526.97,CREDIT,Illo repellendus corporis sint qui neque.
1108,Vargas-Álvarez S.A.S.,2024-11-13,757264.84,DEBIT,Dolores quo amet quaerat.
1109,"Buitrago, García and García S.A.S.",2022-03-26,180167.4,DEBIT,Esse quam explicabo nam necessitatibus temporibus.
1110,"García, Castro and Rendón S.A.S.",2023-01-29,715286.26,DEBIT,Corrupti eius error temporibus placeat nesciunt.
1111,"Buitrago, García and García S.A.S.",2024-05-31,337938.65,CREDIT,Possimus omnis architecto eum.
1112,"Gómez, Sanabria and Pulido S.A.S.",2021-11-26,226289.33,CREDIT,Quo corrupti dolor tempore asperiores.
1113,Portilla-Palacios S.A.S.,2023-12-17,22986.96,DEBIT,Tenetur ea recusandae perspiciatis ea.
1114,"García, Castro and Rendón S.A.S.",2022-02-14,520787.37,CREDIT,Impedit ullam sapiente.
1115,"Pacheco, Velandia and Ávila S.A.S.",2022-04-04,87029.95,CREDIT,Alias doloribus omnis.
1116,González Inc S.A.S.,2020-08-17,151994.6,CREDIT,Ipsam ea delectus.
1117,"Reyes, Álvarez and Hernández S.A.S.",2020-08-21,924616.21,DEBIT,Eum autem doloribus quod illum similique.
1118,"Reyes, Álvarez and Hernández S.A.S.",2023-06-19,917388.35,CREDIT,Molestias saepe blanditiis.
1119,González Inc S.A.S.,2021-04-11,24812.42,CREDIT,Minima illum tempore itaque.
1120,Reyes-Zambrano S.A.S.,2022-09-13,887187.56,DEBIT,Numquam cum ratione dolore.
1121,"Pacheco, Velandia and Ávila S.A.S.",2020-06-17,129218.34,DEBIT,Earum quas saepe.
1122,González Inc S.A.S.,2025-01-01,727511.59,CREDIT,Esse numquam est deleniti.
1123,"Pacheco, Velandia and Ávila S.A.S.",2024-04-19,665637.47,DEBIT,Voluptatum pariatur recusandae rerum.
1124,Gil-Salazar S.A.S.,2023-07-24,865391.3,DEBIT,Pariatur ipsam voluptate.
1125,Oviedo-Domínguez S.A.S.,2023-12-17,579757.2,CREDIT,Ab maiores alias similique non.
1126,Oviedo-Domínguez S.A.S.,2020-09-22,242887.02,CREDIT,Fuga fugit repellat reprehenderit.
1127,Vargas-Álvarez S.A.S.,2024-11-20,824583.03,DEBIT,Ad nisi eaque nam consectetur porro.
1128,Castro-Flórez S.A.S.,2020-12-02,418468.68,DEBIT,Sit facere beatae odio repudiandae nobis.
1129,Rodríguez-Martínez S.A.S.,2023-10-23,376918.09,DEBIT,Fugiat suscipit nisi dicta consequatur.
1130,Mosquera-Medina S.A.S.,2021-03-02,215815.26,CREDIT,Enim natus explicabo labore quam.
1131,Posada-Peña S.A.S.,2021-01-30,18424.53,DEBIT,Maiores blanditiis sunt voluptas.
1132,"García, Castro and Rendón S.A.S.",2020-10-29,990667.12,CREDIT,Iste sit optio.
1133,Calderón and Sons S.A.S.,2021-11-24,137229.57,CREDIT,Suscipit culpa cupiditate exercitationem est quas.
1134,Calderón and Sons S.A.S.,2024-08-28,965574.65,DEBIT,Distinctio sunt ab harum porro.
1135,Posada-Peña S.A.S.,2021-01-14,137472.98,DEBIT,Doloribus aliquid illo culpa iste.
1136,"Reyes, Álvarez and Hernández S.A.S.",2021-08-20,547157.91,CREDIT,Natus atque totam atque.
1137,Flórez Ltd S.A.S.,2022-10-21,177060.31,DEBIT,Eum ipsa cupiditate.
1138,Garcés-Buitrago S.A.S.,2020-08-11,744771.72,CREDIT,Sint nostrum ullam maiores ullam.
1139,González Inc S.A.S.,2022-06-02,445111.2,DEBIT,At voluptas totam.
1140,"Gómez, Sanabria and Pulido S.A.S.",2023-05-07,6221.5,CREDIT,Dicta amet natus maxime natus.
1141,González Inc S.A.S.,2021-02-11,815620.99,CREDIT,Rem minus assumenda iure numquam.
1142,Ramírez LLC S.A.S.,2022-12-18,186854.34,DEBIT,Cupiditate sit quas.
1143,Durán-Bernal S.A.S.,2025-02-16,719148.68,CREDIT,Recusandae hic odio consequuntur.
1144,Gómez-Cardozo S.A.S.,2020-12-14,541855.88,CREDIT,Hic beatae sunt reiciendis dolores.
1145,"Galvis, Ramírez and Angarita S.A.S.",2023-08-12,1875.28,DEBIT,Dolorem eius porro culpa.
1146,"Pacheco, Velandia and Ávila S.A.S.",2021-07-23,411894.97,DEBIT,Accusamus expedita est natus.
1147,Gómez-Cardozo S.A.S.,2021-12-21,137842.76,CREDIT,Ex blanditiis aperiam.
1148,Posada-Peña S.A.S.,2023-06-09,261065.34,DEBIT,Veritatis commodi asperiores animi est illum.
1149,"García, Castro and Rendón S.A.S.",2025-04-18,76367.33,DEBIT,Minima praesentium dignissimos perferendis vero.
1150,Durán-Bernal S.A.S.,2023-02-08,418681.19,CREDIT,Velit dignissimos voluptas harum culpa.
1151,Rodríguez-Martínez S.A.S.,2024-04-26,764968.58,DEBIT,Debitis praesentium natus necessitatibus enim eos.
1152,Rodríguez-Martínez S.A.S.,2021-05-27,812162.71,CREDIT,Quas dolor doloribus hic totam aliquam.
1153,Muñoz LLC S.A.S.,2023-09-17,244402.51,DEBIT,Explicabo esse alias at voluptatum.
1154,Jaimes-Quintero S.A.S.,2024-06-08,867623.62,DEBIT,Autem quia saepe quam.
1155,Durán-Bernal S.A.S.,2021-08-02,517985.2,CREDIT,Illum dicta dolores expedita provident aliquam.
1156,Castro-Flórez S.A.S.,2022-08-05,104106.15,CREDIT,Nisi hic ipsum.
1157,Durán-Bernal S.A.S.,2023-07-06,122175.71,CREDIT,Atque expedita id at.
1158,Garcés-Buitrago S.A.S.,2020-07-01,934295.86,DEBIT,Officiis eius amet est.
1159,"Reyes, Álvarez and Hernández S.A.S.",2023-11-29,210243.81,CREDIT,Animi debitis magnam iusto.
1160,González Inc S.A.S.,2022-07-03,201554.01,DEBIT,Omnis quae voluptatibus nesciunt est.
1161,"García, Castro and Rendón S.A.S.",2023-06-15,188549.53,DEBIT,Itaque perspiciatis quas.
1162,"Pacheco, Velandia and Ávila S.A.S.",2022-07-16,94415.94,DEBIT,Asperiores vitae molestiae cupiditate.
1163,Flórez Ltd S.A.S.,2023-10-09,182897.11,DEBIT,Itaque similique quasi harum voluptatibus.
1164,Gil-Salazar S.A.S.,2021-09-26,471088.39,CREDIT,Accusamus ab quasi placeat.
1165,Muñoz LLC S.A.S.,2023-08-06,3726.15,CREDIT,Distinctio nobis deserunt consectetur quaerat.
1166,Portilla-Palacios S.A.S.,2023-01-10,173046.25,CREDIT,Laborum dignissimos nihil quaerat.
1167,Muñoz LLC S.A.S.,2024-08-14,222454.34,CREDIT,Nesciunt quisquam eveniet.
1168,Flórez Ltd S.A.S.,2025-04-29,523818.74,DEBIT,Ab laboriosam eius.
1169,González Inc S.A.S.,2021-04-05,709452.21,DEBIT,Aut nulla provident perspiciatis.
1170,Oviedo-Domínguez S.A.S.,2021-12-02,154436.53,DEBIT,Inventore exercitationem perspiciatis temporibus aut incidunt.
1171,Muñoz LLC S.A.S.,2023-01-20,355524.14,DEBIT,Totam illo ducimus magnam nihil.
1172,Gómez-Cardozo S.A.S.,2021-10-05,839115.4,CREDIT,Quibusdam facilis nostrum non fuga.
1173,González Inc S.A.S.,2021-10-10,217004.9,DEBIT,Odit eos inventore animi.
1174,Oviedo-Domínguez S.A.S.,2022-05-19,388898.71,DEBIT,Itaque fugiat nesciunt quasi voluptas porro.
1175,Oviedo-Domínguez S.A.S.,2021-12-31,969191.25,DEBIT,Voluptatibus fugiat iste.
1176,González Inc S.A.S.,2024-03-11,202272.44,DEBIT,Hic cum earum ad commodi nobis.
1177,Ramírez LLC S.A.S.,2025-01-24,393690.71,CREDIT,Blanditiis suscipit illum nostrum earum a.
1178,Rodríguez-Martínez S.A.S.,2020-10-24,774540.33,DEBIT,Deleniti unde magnam ipsam laboriosam.
1179,Flórez Ltd S.A.S.,2021-02-27,842756.62,CREDIT,Consequuntur dolorum voluptatum.
1180,Muñoz LLC S.A.S.,2024-04-25,704416.17,DEBIT,Exercitationem beatae voluptate eligendi quasi dolorum.
1181,Muñoz LLC S.A.S.,2021-05-28,979309.65,CREDIT,Fuga fuga vero fugiat.
1182,Ramírez LLC S.A.S.,2020-11-12,676502.27,CREDIT,Minima praesentium sapiente.
1183,Castro-Flórez S.A.S.,2024-11-05,229614.55,CREDIT,Necessitatibus corporis eligendi.
1184,"García, Castro and Rendón S.A.S.",2020-12-24,71632.72,CREDIT,Quo explicabo earum.
1185,Mosquera-Medina S.A.S.,2020-09-22,789776.67,DEBIT,Minus vitae quisquam exercitationem.
1186,Flórez Ltd S.A.S.,2024-06-23,661175.21,DEBIT,Libero fugit laborum.
1187,Vargas-Álvarez S.A.S.,2023-12-08,831102.83,DEBIT,Ducimus in magni.
1188,Gómez-Cardozo S.A.S.,2023-01-12,330533.97,DEBIT,Nisi cupiditate illo reiciendis doloribus.
1189,Rodríguez-Martínez S.A.S.,2022-12-06,522488.65,CREDIT,Quaerat fugiat soluta repellendus.
1190,Jaimes-Quintero S.A.S.,2024-09-15,502807.29,CREDIT,Autem explicabo eius accusamus pariatur iusto.
1191,Rodríguez-Martínez S.A.S.,2023-05-06,118850.82,CREDIT,Quia dignissimos eum quas adipisci.
1192,"Galvis, Ramírez and Angarita S.A.S.",2020-10-22,70996.42,DEBIT,Cupiditate quidem earum tenetur qui impedit ut.
1193,"Palacios, Becerra and Rodríguez S.A.S.",2022-10-13,212456.68,DEBIT,Quae eveniet vitae.
1194,Posada-Peña S.A.S.,2021-09-15,586253.04,CREDIT,Veniam omnis quidem accusantium.
1195,Gómez-Cardozo S.A.S.,2021-05-06,452555.02,CREDIT,Dolor doloremque magnam.
1196,Castro-Flórez S.A.S.,2021-11-06,370469.16,DEBIT,Earum veniam similique quidem.
1197,"Buitrago, García and García S.A.S.",2020-12-14,658781.85,DEBIT,Consectetur sapiente modi maxime odit recusandae.
1198,"Gómez, Sanabria and Pulido S.A.S.",2024-12-13,330355.5,DEBIT,Totam maxime dolorem temporibus.
1199,Gil-Salazar S.A.S.,2025-03-27,449459.42,DEBIT,Molestiae at quis modi.
1200,Muñoz LLC S.A.S.,2024-10-31,826701.02,CREDIT,Incidunt nulla nemo explicabo.
1201,"Pacheco, Velandia and Ávila S.A.S.",2025-05-21,526597.23,DEBIT,Ullam ipsam ullam laudantium nesciunt itaque.
1202,González Inc S.A.S.,2023-07-31,662453.1,CREDIT,Eligendi quos hic placeat suscipit.
1203,Portilla-Palacios S.A.S.,2021-07-07,835272.47,DEBIT,Quisquam iure quos qui dolorum.
1204,"Palacios, Becerra and Rodríguez S.A.S.",2024-06-24,791123.63,DEBIT,Laudantium sint labore corrupti saepe vero.
1205,Gómez-Cardozo S.A.S.,2020-06-28,520890.73,CREDIT,Sequi natus molestiae exercitationem facilis sint.
1206,Vargas-Álvarez S.A.S.,2024-04-11,240555.19,DEBIT,Totam quisquam ullam ad possimus.
1207,Flórez Ltd S.A.S.,2024-01-18,779757.16,DEBIT,Voluptatum quae sit sapiente.
1208,"Gómez, Sanabria and Pulido S.A.S.",2023-10-11,228962.91,CREDIT,Fugiat eos quo.
1209,"Gómez, Sanabria and Pulido S.A.S.",2025-04-23,232305.55,CREDIT,Deserunt unde eum reprehenderit esse in.
1210,Muñoz LLC S.A.S.,2022-07-02,901520.45,DEBIT,Animi error corrupti ullam commodi fuga.
1211,Ramírez LLC S.A.S.,2023-11-09,585899.94,DEBIT,Minus quos blanditiis totam dolores.
1212,Calderón and Sons S.A.S.,2023-09-26,43532.95,DEBIT,Libero non expedita quod.
1213,Muñoz LLC S.A.S.,2024-02-22,878664.23,CREDIT,Libero aliquid quasi impedit similique vel.
1214,Gómez-Cardozo S.A.S.,2020-10-11,255535.35,DEBIT,Quia voluptatem deleniti quisquam vel quia.
1215,Vargas-Álvarez S.A.S.,2022-11-27,530258.69,CREDIT,Omnis alias tempora expedita assumenda earum.
1216,Muñoz LLC S.A.S.,2021-12-25,712047.82,DEBIT,Incidunt omnis officia expedita saepe.
1217,Gómez-Cardozo S.A.S.,2024-05-20,518698.78,DEBIT,Assumenda earum iste amet dolores.
1218,Rodríguez-Martínez S.A.S.,2020-11-12,75933.77,CREDIT,Quo quaerat incidunt eius.
1219,Castro-Flórez S.A.S.,2024-06-29,939318.62,CREDIT,Debitis saepe amet maxime voluptas explicabo.
1220,"Palacios, Becerra and Rodríguez S.A.S.",2020-07-17,2390.36,CREDIT,Aliquid nulla provident debitis id.
1221,Posada-Peña S.A.S.,2024-07-06,474056.59,DEBIT,Est doloribus molestias voluptatem doloremque.
1222,Ramírez LLC S.A.S.,2023-02-26,941480.26,DEBIT,Dolores rem odio labore.
1223,Portilla-Palacios S.A.S.,2025-03-19,662730.58,DEBIT,Culpa deleniti rem ipsa.
1224,Garcés-Buitrago S.A.S.,2022-02-02,69122.73,CREDIT,Possimus facilis voluptate minima eos.
1225,González Inc S.A.S.,2022-02-10,184621.14,DEBIT,Aliquam ipsa enim doloribus.
1226,Jaimes-Quintero S.A.S.,2022-10-23,382247.17,CREDIT,Dolorum saepe eveniet.
1227,Flórez Ltd S.A.S.,2021-04-06,653553.47,DEBIT,Impedit nam eum rerum aperiam.
1228,Jaimes-Quintero S.A.S.,2024-03-25,558219.41,CREDIT,Excepturi aperiam magni voluptas consequuntur architecto.
1229,Mosquera-Medina S.A.S.,2024-10-22,739015.41,DEBIT,Beatae adipisci harum cupiditate consectetur.
1230,Jaimes-Quintero S.A.S.,2023-10-01,957181.41,CREDIT,Illum omnis esse eveniet.
1231,Portilla-Palacios S.A.S.,2021-08-26,713563.89,CREDIT,Deserunt dicta inventore culpa tempora.
1232,Portilla-Palacios S.A.S.,2021-06-25,186370.45,CREDIT,Labore a at architecto.
1233,"García, Castro and Rendón S.A.S.",2023-11-16,945023.3,CREDIT,Doloremque cupiditate omnis.
1234,"Pacheco, Velandia and Ávila S.A.S.",2020-11-28,127324.29,DEBIT,Aut molestias iste.
1235,"Buitrago, García and García S.A.S.",2024-04-24,996844.95,CREDIT,In cumque deserunt.
1236,"Buitrago, García and García S.A.S.",2021-04-28,134844.19,DEBIT,Veritatis minus repellendus quos.
1237,"Palacios, Becerra and Rodríguez S.A.S.",2024-01-22,741175.78,DEBIT,Quidem maiores voluptate dolorum quo debitis.
1238,Jaimes-Quintero S.A.S.,2024-12-19,221691.72,CREDIT,Odio facilis earum.
1239,"Reyes, Álvarez and Hernández S.A.S.",2024-05-28,527748.79,CREDIT,Soluta eaque occaecati.
1240,Jaimes-Quintero S.A.S.,2022-09-07,442369.75,CREDIT,Neque delectus totam incidunt.
1241,"Palacios, Becerra and Rodríguez S.A.S.",2021-05-14,928318.88,CREDIT,Eligendi iure nemo soluta.
1242,"Galvis, Ramírez and Angarita S.A.S.",2024-07-22,921489.28,CREDIT,Officiis optio quasi.
1243,Durán-Bernal S.A.S.,2021-11-12,770734.97,CREDIT,Numquam inventore delectus consequuntur.
1244,Portilla-Palacios S.A.S.,2021-05-20,541196.28,DEBIT,Sapiente adipisci vel asperiores exercitationem.
1245,Mosquera-Medina S.A.S.,2022-01-30,343478.16,CREDIT,Eum quia iusto fuga aperiam.
1246,González Inc S.A.S.,2020-11-09,525760.2,CREDIT,Repellendus repudiandae consequatur ratione.
1247,Ramírez LLC S.A.S.,2023-07-11,443954.59,DEBIT,Modi facilis voluptatibus delectus.
1248,"Palacios, Becerra and Rodríguez S.A.S.",2023-12-17,547539.6,DEBIT,Aliquam assumenda id quisquam facilis suscipit placeat.
1249,Ramírez LLC S.A.S.,2023-10-18,411043.89,DEBIT,Maxime dignissimos nostrum eos facere ullam.
1250,"Pacheco, Velandia and Ávila S.A.S.",2023-04-08,582176.92,DEBIT,Explicabo natus ea.
1251,Ramírez LLC S.A.S.,2023-09-12,220906.83,CREDIT,Cupiditate sapiente fugit earum aliquam cupiditate.
1252,Portilla-Palacios S.A.S.,2024-01-18,791614.9,CREDIT,Aliquam iusto facilis eos.
1253,Posada-Peña S.A.S.,2021-01-08,241041.77,DEBIT,Doloremque quos ut facilis.
1254,Durán-Bernal S.A.S.,2023-04-29,496830.58,CREDIT,Exercitationem sint assumenda debitis tenetur.
1255,"García, Castro and Rendón S.A.S.",2022-08-28,460149.09,DEBIT,Aliquam vitae dignissimos et veniam id.
1256,"Palacios, Becerra and Rodríguez S.A.S.",2025-04-28,956909.2,DEBIT,Officia praesentium hic omnis voluptatum.
1257,"Galvis, Ramírez and Angarita S.A.S.",2023-01-09,356265.99,DEBIT,Modi harum veniam in dignissimos.
1258,Posada-Peña S.A.S.,2020-09-01,969654.14,CREDIT,Aspernatur voluptatibus accusamus eius itaque.
1259,Gómez-Cardozo S.A.S.,2023-01-22,735914.24,CREDIT,Illo ut nostrum aliquam iusto.
1260,Flórez Ltd S.A.S.,2022-11-05,873673.91,CREDIT,Nobis sequi error sit.
